order_id,order_date_us,City,zip_code,restaurant,Delivery,distance_miles,order_amount_usd,delivery_time_min,customer_rating,repeat_customer
309,08/31/2024,Springfield,01103,Home Catering,Self Delivery,5.53,80.81,69,4.6,1
310,02/19/2024,Concord,03301,Home Catering,Self Delivery,7.84,94.33,82,3.6,0
311,08/18/2024,Concord,03301,Home Catering,Pickup,9.47,70.58,85,4.3,0
312,06/20/2024,Nashua,03060,Home Catering,Self Delivery,10.65,187.04,44,4.5,0
313,05/13/2024,Nashua,03060,Home Catering,Self Delivery,14.03,74.67,42,3.7,1
314,07/03/2024,Boston,02118,Home Catering,Pickup,2.27,199.63,46,4.8,0
315,07/03/2024,Springfield,01103,Home Catering,Self Delivery,4.11,177.56,50,3.6,0
316,10/13/2024,Concord,03301,Home Catering,Pickup,12.81,128.6,66,4.6,0
317,10/12/2024,Worcester,01608,Home Catering,Self Delivery,14.81,48.88,77,3.6,0
318,05/11/2024,Cambridge,02139,Home Catering,Self Delivery,1.78,193.29,67,3.2,0
319,06/25/2024,Boston,02118,Home Catering,Self Delivery,1.71,120.34,87,4.6,1
320,01/11/2024,Salem,01970,Home Catering,Pickup,9.63,51.78,83,4.3,1
321,07/29/2024,Concord,03301,Home Catering,Self Delivery,1.95,123.5,86,4.3,1
322,03/03/2024,Salem,01970,Home Catering,Self Delivery,12.14,190.6,75,3.9,0
323,06/28/2024,Springfield,01103,Home Catering,Self Delivery,12.62,150.78,74,4.7,1
324,04/11/2024,Concord,03301,Home Catering,Self Delivery,12.52,30.23,79,4.2,1
325,10/22/2024,Manchester,03103,Home Catering,Pickup,1.58,132.08,79,4.3,1
326,10/21/2024,Springfield,01103,Home Catering,Self Delivery,4.04,58.48,65,4.0,1
327,10/02/2024,Lowell,01852,Home Catering,Self Delivery,14.34,95.89,60,3.8,0
328,03/30/2024,Salem,01970,Home Catering,Pickup,1.84,199.88,27,3.2,0
329,05/25/2024,Springfield,01103,Home Catering,Pickup,12.51,193.55,58,4.0,0
330,06/30/2024,Concord,03301,Home Catering,Self Delivery,6.37,86.57,40,4.1,0
331,06/15/2024,Springfield,01103,Home Catering,Self Delivery,6.94,74.28,65,3.0,1
332,09/18/2024,Nashua,03060,Home Catering,Self Delivery,5.6,47.93,20,3.3,0
333,09/06/2024,Springfield,01103,Home Catering,Self Delivery,12.84,36.56,55,3.8,1
334,08/16/2024,Boston,02118,Home Catering,Self Delivery,6.78,84.9,58,4.2,0
335,02/10/2024,Concord,03301,Home Catering,Self Delivery,9.05,197.48,63,3.8,0
336,07/14/2024,Concord,03301,Home Catering,Self Delivery,14.03,69.22,43,3.1,1
337,05/26/2024,Nashua,03060,Home Catering,Self Delivery,3.42,79.72,44,4.7,1
338,08/25/2024,Springfield,01103,Home Catering,Self Delivery,2.23,93.42,74,3.7,0
339,03/15/2024,Providence,02903,Home Catering,Pickup,11.05,88.37,75,3.2,0
340,03/26/2024,Lowell,01852,Home Catering,Self Delivery,2.1,70.2,51,3.4,1
341,06/21/2024,Springfield,01103,Home Catering,Self Delivery,9.65,132.91,43,3.2,0
342,08/03/2024,Nashua,03060,Home Catering,Self Delivery,6.34,36.44,79,3.9,0
343,10/19/2024,Manchester,03103,Home Catering,Self Delivery,5.52,134.61,71,3.8,1
344,07/26/2024,Nashua,03060,Home Catering,Self Delivery,7.65,126.8,73,4.7,0
345,02/06/2024,Lowell,01852,Home Catering,Self Delivery,1.17,199.14,38,3.5,0
346,02/10/2024,Concord,03301,Home Catering,Pickup,14.58,158.9,88,4.0,0
347,03/23/2024,Salem,01970,Home Catering,Self Delivery,10.26,39.19,48,4.4,1
348,06/24/2024,Lowell,01852,Home Catering,Pickup,10.15,192.27,37,3.9,0
349,04/26/2024,Portland,04101,Home Catering,Self Delivery,2.37,99.58,54,3.5,0
350,06/09/2024,Worcester,01608,Home Catering,Self Delivery,5.74,95.82,81,4.4,1
351,06/11/2024,Salem,01970,Home Catering,Self Delivery,7.05,35.93,57,3.0,0
352,05/29/2024,Providence,02903,Home Catering,Self Delivery,1.88,177.71,41,4.4,0
353,05/16/2024,Salem,01970,Home Catering,Self Delivery,12.83,140.22,25,4.3,0
354,07/21/2024,Boston,02118,Home Catering,Self Delivery,7.7,83.14,78,4.8,1
355,05/18/2024,Salem,01970,Home Catering,Self Delivery,10.11,119.36,51,4.1,0
356,08/15/2024,Boston,02118,Home Catering,Self Delivery,13.64,68.2,82,3.1,0
357,07/04/2024,Salem,01970,Home Catering,Self Delivery,5.62,56.16,61,3.7,0
358,10/27/2024,Nashua,03060,Home Catering,Self Delivery,13.7,100.47,55,4.4,0
359,09/23/2024,Boston,02118,Home Catering,Pickup,10.5,121.77,66,4.8,0
360,08/18/2024,Worcester,01608,Home Catering,Self Delivery,9.73,65.1,47,4.4,0
361,07/30/2024,Springfield,01103,Home Catering,Pickup,14.72,64.81,76,3.4,1
362,03/26/2024,Lowell,01852,Home Catering,Self Delivery,9.2,36.85,35,3.1,0
363,04/04/2024,Cambridge,02139,Home Catering,Self Delivery,10.27,85.17,22,3.0,0
364,01/12/2024,Providence,02903,Home Catering,Self Delivery,3.03,122.26,26,4.6,1
365,03/05/2024,Worcester,01608,Home Catering,Pickup,7.78,130.7,83,4.4,1
366,04/30/2024,Cambridge,02139,Home Catering,Self Delivery,11.74,88.19,51,4.8,0
367,05/08/2024,Nashua,03060,Home Catering,Self Delivery,6.73,33.5,31,4.3,1
368,02/10/2024,Portland,04101,Home Catering,Self Delivery,4.91,151.29,35,4.7,0
369,04/17/2024,Manchester,03103,Home Catering,Self Delivery,14.71,65.09,89,3.1,0
370,03/26/2024,Salem,01970,Home Catering,Pickup,1.48,57.89,29,3.8,0
371,07/22/2024,Providence,02903,Home Catering,Self Delivery,2.2,181.81,81,3.0,1
372,02/22/2024,Portland,04101,Home Catering,Self Delivery,14.67,129.13,44,3.7,0
373,02/18/2024,Springfield,01103,Home Catering,Self Delivery,7.34,172.52,82,4.2,1
374,02/02/2024,Portland,04101,Home Catering,Self Delivery,7.88,45.25,42,3.3,0
375,08/30/2024,Worcester,01608,Home Catering,Self Delivery,7.1,192.54,60,3.5,0
376,10/07/2024,Manchester,03103,Home Catering,Self Delivery,5.3,43.99,89,3.6,1
377,01/28/2024,Portland,04101,Home Catering,Self Delivery,9.05,100.52,31,4.8,0
378,01/14/2024,Lowell,01852,Home Catering,Self Delivery,14.8,44.3,87,3.7,1
379,07/22/2024,Lowell,01852,Home Catering,Self Delivery,14.64,88.32,51,4.5,1
380,09/25/2024,Concord,03301,Home Catering,Self Delivery,1.12,187.72,45,4.5,1
381,02/12/2024,Portland,04101,Home Catering,Pickup,10.22,59.51,48,4.3,0
382,02/23/2024,Lowell,01852,Home Catering,Self Delivery,10.55,122.37,27,4.9,1
383,05/14/2024,Lowell,01852,Home Catering,Pickup,8.73,187.21,82,3.6,0
384,03/20/2024,Worcester,01608,Home Catering,Pickup,3.0,140.49,26,4.1,1
385,02/13/2024,Worcester,01608,Home Catering,Self Delivery,3.2,92.6,70,4.4,0
386,07/18/2024,Lowell,01852,Home Catering,Self Delivery,11.59,171.51,41,3.4,1
387,06/07/2024,Boston,02118,Home Catering,Pickup,6.89,198.95,35,3.4,0
388,04/27/2024,Worcester,01608,Home Catering,Self Delivery,3.78,153.81,32,3.8,1
389,05/06/2024,Salem,01970,Home Catering,Self Delivery,11.34,42.06,61,4.0,0
390,05/25/2024,Portland,04101,Home Catering,Self Delivery,8.91,162.6,38,3.3,0
391,08/14/2024,Concord,03301,Home Catering,Self Delivery,2.98,106.61,39,4.1,0
392,03/05/2024,Cambridge,02139,Home Catering,Pickup,5.88,57.52,56,3.9,0
393,03/08/2024,Lowell,01852,Home Catering,Self Delivery,3.43,141.57,25,3.9,1
394,09/26/2024,Cambridge,02139,Home Catering,Self Delivery,7.09,108.95,57,3.6,1
395,03/28/2024,Manchester,03103,Home Catering,Self Delivery,12.14,111.98,38,4.7,0
396,01/15/2024,Lowell,01852,Home Catering,Self Delivery,2.5,43.67,89,3.9,1
397,01/18/2024,Worcester,01608,Home Catering,Self Delivery,7.92,127.64,48,4.7,1
398,07/01/2024,Cambridge,02139,Home Catering,Self Delivery,4.21,54.48,81,3.3,0
399,06/15/2024,Portland,04101,Home Catering,Pickup,7.82,59.77,85,4.7,0
400,08/31/2024,Providence,02903,Home Catering,Self Delivery,1.3,188.45,82,4.4,1
401,08/27/2024,Worcester,01608,Home Catering,Pickup,12.01,41.08,37,4.7,1
402,10/03/2024,Nashua,03060,Home Catering,Pickup,11.38,127.98,41,4.9,0
403,05/19/2024,Providence,02903,Home Catering,Self Delivery,7.68,36.93,58,3.3,0
404,10/07/2024,Concord,03301,Home Catering,Self Delivery,13.55,64.61,47,3.6,1
405,08/15/2024,Springfield,01103,Home Catering,Self Delivery,9.57,119.41,54,4.6,0
406,03/10/2024,Boston,02118,Home Catering,Self Delivery,12.4,91.3,39,4.7,1
407,10/03/2024,Manchester,03103,Home Catering,Self Delivery,6.11,43.34,53,4.6,1
408,03/31/2024,Providence,02903,Home Catering,Self Delivery,6.99,183.94,42,4.6,1
409,08/21/2024,Cambridge,02139,Home Catering,Self Delivery,1.19,99.95,56,3.6,0
410,10/15/2024,Lowell,01852,Home Catering,Self Delivery,11.77,44.82,78,3.0,0
411,08/10/2024,Concord,03301,Home Catering,Self Delivery,13.11,137.14,80,4.3,1
412,09/25/2024,Springfield,01103,Home Catering,Self Delivery,14.25,58.62,47,3.9,1
413,09/30/2024,Portland,04101,Home Catering,Self Delivery,10.87,62.11,65,4.4,0
414,06/07/2024,Nashua,03060,Home Catering,Self Delivery,12.74,41.26,48,3.2,0
415,06/26/2024,Nashua,03060,Home Catering,Self Delivery,3.23,92.49,88,4.3,1
416,09/03/2024,Manchester,03103,Home Catering,Self Delivery,2.31,137.47,88,4.3,0
417,10/03/2024,Nashua,03060,Home Catering,Self Delivery,11.14,197.84,22,3.4,1
418,04/26/2024,Providence,02903,Home Catering,Self Delivery,3.19,170.99,72,4.9,1
419,02/15/2024,Concord,03301,Home Catering,Pickup,13.23,180.04,45,3.7,1
420,08/14/2024,Manchester,03103,Home Catering,Self Delivery,10.45,134.84,41,4.3,1
421,06/06/2024,Worcester,01608,Home Catering,Self Delivery,8.59,130.97,37,4.7,1
422,07/06/2024,Cambridge,02139,Home Catering,Self Delivery,8.49,135.14,51,3.5,1
423,07/30/2024,Nashua,03060,Home Catering,Self Delivery,11.22,89.0,22,4.0,0
424,05/13/2024,Portland,04101,Home Catering,Self Delivery,14.89,61.6,37,4.4,1
425,03/20/2024,Providence,02903,Home Catering,Self Delivery,12.82,150.2,49,3.6,0
426,06/04/2024,Nashua,03060,Home Catering,Self Delivery,7.36,94.5,81,4.2,1
427,01/06/2024,Portland,04101,Home Catering,Self Delivery,11.09,150.61,27,3.3,1
428,01/01/2024,Manchester,03103,Home Catering,Self Delivery,4.82,177.8,41,4.5,1
429,09/24/2024,Springfield,01103,Home Catering,Pickup,9.71,146.31,85,4.0,0
430,03/10/2024,Springfield,01103,Home Catering,Pickup,12.69,105.22,45,3.8,0
431,06/25/2024,Boston,02118,Home Catering,Self Delivery,7.29,176.75,43,3.2,0
432,05/26/2024,Worcester,01608,Home Catering,Self Delivery,12.32,164.69,50,3.1,1
433,08/28/2024,Boston,02118,Home Catering,Self Delivery,8.49,78.77,80,4.7,0
434,09/30/2024,Salem,01970,Home Catering,Self Delivery,2.32,91.81,77,4.6,1
435,01/05/2024,Providence,02903,Home Catering,Pickup,12.45,104.84,37,3.2,1
436,09/08/2024,Manchester,03103,Home Catering,Self Delivery,6.47,163.44,89,3.5,1
437,09/01/2024,Nashua,03060,Home Catering,Self Delivery,4.23,128.97,30,3.1,1
438,06/02/2024,Concord,03301,Home Catering,Self Delivery,3.1,55.5,24,4.3,0
439,01/05/2024,Providence,02903,Home Catering,Pickup,13.14,43.0,20,4.0,0
440,08/08/2024,Springfield,01103,Home Catering,Self Delivery,13.96,107.15,42,3.5,0
441,05/29/2024,Portland,04101,Home Catering,Self Delivery,11.17,77.5,85,3.8,1
442,04/28/2024,Salem,01970,Home Catering,Self Delivery,4.01,71.91,21,4.0,1
443,01/04/2024,Cambridge,02139,Home Catering,Self Delivery,11.57,98.82,73,4.5,0
444,10/07/2024,Salem,01970,Home Catering,Self Delivery,9.86,139.71,62,4.7,1
445,07/10/2024,Concord,03301,Home Catering,Pickup,14.13,188.04,50,4.0,0
446,04/06/2024,Cambridge,02139,Home Catering,Pickup,3.43,163.11,29,4.1,0
447,07/29/2024,Portland,04101,Home Catering,Self Delivery,5.23,98.48,85,4.3,1
448,10/14/2024,Providence,02903,Home Catering,Self Delivery,7.97,82.64,79,4.0,0
449,08/11/2024,Concord,03301,Home Catering,Self Delivery,7.84,110.64,81,3.4,0
450,07/21/2024,Cambridge,02139,Home Catering,Pickup,6.43,199.45,25,4.8,1
451,05/07/2024,Concord,03301,Home Catering,Pickup,8.67,106.13,45,4.5,1
452,03/24/2024,Springfield,01103,Home Catering,Self Delivery,2.61,81.32,66,3.8,0
453,07/18/2024,Providence,02903,Home Catering,Pickup,11.85,66.32,45,4.6,0
454,07/12/2024,Nashua,03060,Home Catering,Self Delivery,9.48,65.58,66,3.4,0
455,04/22/2024,Nashua,03060,Home Catering,Pickup,14.65,32.48,41,3.7,1
456,05/14/2024,Portland,04101,Home Catering,Self Delivery,6.92,82.05,41,4.3,1
457,02/10/2024,Springfield,01103,Home Catering,Pickup,3.11,118.4,77,3.4,0
458,08/04/2024,Providence,02903,Home Catering,Self Delivery,7.02,94.06,84,3.2,0
459,05/02/2024,Cambridge,02139,Home Catering,Pickup,12.64,115.82,66,3.4,0
460,09/21/2024,Lowell,01852,Home Catering,Pickup,11.65,80.72,40,3.5,1
461,05/19/2024,Manchester,03103,Home Catering,Self Delivery,10.7,88.82,62,3.4,1
462,05/25/2024,Lowell,01852,Home Catering,Pickup,1.26,83.19,41,4.7,0
463,09/29/2024,Nashua,03060,Home Catering,Self Delivery,3.35,89.35,59,3.7,0
464,05/17/2024,Lowell,01852,Home Catering,Self Delivery,3.55,67.42,42,4.3,0
465,07/30/2024,Providence,02903,Home Catering,Pickup,10.59,186.12,85,3.9,1
466,04/06/2024,Boston,02118,Home Catering,Self Delivery,6.68,182.86,24,3.5,0
467,02/05/2024,Nashua,03060,Home Catering,Pickup,2.73,172.95,64,3.7,1
468,04/03/2024,Portland,04101,Home Catering,Pickup,10.77,108.98,85,3.6,1
469,03/10/2024,Portland,04101,Home Catering,Self Delivery,14.68,40.39,52,3.3,0
470,05/28/2024,Manchester,03103,Home Catering,Pickup,8.75,197.88,33,3.3,0
471,02/26/2024,Worcester,01608,Home Catering,Self Delivery,12.47,91.35,70,3.8,1
472,08/21/2024,Providence,02903,Home Catering,Self Delivery,14.35,36.82,59,4.8,1
473,08/19/2024,Worcester,01608,Home Catering,Pickup,3.4,134.73,84,3.5,1
474,05/19/2024,Nashua,03060,Home Catering,Self Delivery,5.37,33.7,83,3.2,1
475,09/08/2024,Worcester,01608,Home Catering,Self Delivery,14.38,155.63,77,3.7,0
476,04/06/2024,Concord,03301,Home Catering,Self Delivery,5.49,68.01,62,3.4,0
477,06/13/2024,Cambridge,02139,Home Catering,Self Delivery,11.02,176.11,28,4.8,0
478,01/10/2024,Portland,04101,Home Catering,Self Delivery,10.8,102.76,84,3.4,0
479,03/18/2024,Concord,03301,Home Catering,Self Delivery,8.28,116.22,24,3.7,1
480,01/26/2024,Springfield,01103,Home Catering,Self Delivery,6.04,117.6,24,3.3,0
481,09/30/2024,Worcester,01608,Home Catering,Self Delivery,6.86,168.02,48,3.4,1
482,01/12/2024,Manchester,03103,Home Catering,Self Delivery,6.81,115.08,33,4.2,0
483,04/05/2024,Lowell,01852,Home Catering,Self Delivery,8.05,193.3,78,3.7,1
484,02/22/2024,Springfield,01103,Home Catering,Pickup,9.48,100.67,42,3.8,0
485,05/24/2024,Concord,03301,Home Catering,Self Delivery,4.76,65.15,64,4.0,1
486,05/17/2024,Salem,01970,Home Catering,Self Delivery,1.53,32.47,85,3.5,1
487,03/05/2024,Worcester,01608,Home Catering,Pickup,1.64,191.93,73,4.1,1
488,08/12/2024,Springfield,01103,Home Catering,Pickup,4.92,115.21,79,3.7,1
489,01/05/2024,Cambridge,02139,Home Catering,Self Delivery,1.25,104.74,53,4.5,1
490,04/29/2024,Cambridge,02139,Home Catering,Self Delivery,9.5,130.9,60,4.6,1
491,02/16/2024,Nashua,03060,Home Catering,Pickup,1.52,147.31,80,4.0,0
492,03/18/2024,Nashua,03060,Home Catering,Pickup,13.28,73.95,60,3.1,0
493,01/08/2024,Worcester,01608,Home Catering,Pickup,11.83,135.38,36,3.4,0
494,09/09/2024,Manchester,03103,Home Catering,Pickup,14.53,138.52,39,3.4,0
495,04/21/2024,Lowell,01852,Home Catering,Pickup,8.73,118.07,86,3.0,1
496,06/24/2024,Portland,04101,Home Catering,Self Delivery,2.41,141.96,87,3.0,0
497,08/03/2024,Worcester,01608,Home Catering,Pickup,3.78,100.85,66,3.4,0
498,06/08/2024,Boston,02118,Home Catering,Self Delivery,1.9,192.14,56,4.1,0
499,09/12/2024,Providence,02903,Home Catering,Pickup,12.12,120.0,57,3.8,0
500,07/09/2024,Boston,02118,Home Catering,Pickup,9.14,61.94,23,3.9,0
501,08/25/2024,Cambridge,02139,Home Catering,Pickup,9.92,94.97,59,4.8,1
502,01/17/2024,Manchester,03103,Home Catering,Self Delivery,6.3,122.48,70,3.2,0
503,06/18/2024,Worcester,01608,Home Catering,Self Delivery,3.7,172.98,78,4.2,1
504,02/11/2024,Cambridge,02139,Home Catering,Self Delivery,4.18,167.57,24,4.5,0
505,03/15/2024,Manchester,03103,Home Catering,Self Delivery,7.76,165.14,58,3.5,1
506,01/29/2024,Portland,04101,Home Catering,Self Delivery,9.05,181.69,86,4.4,0
507,05/16/2024,Boston,02118,Home Catering,Self Delivery,14.13,59.5,23,3.3,1
508,07/19/2024,Providence,02903,Home Catering,Self Delivery,10.36,191.31,81,3.1,0
509,02/06/2024,Manchester,03103,Home Catering,Pickup,13.22,83.61,27,4.8,0
510,10/05/2024,Worcester,01608,Home Catering,Self Delivery,9.15,196.33,30,3.6,1
511,08/28/2024,Nashua,03060,Home Catering,Self Delivery,12.46,108.87,78,3.3,0
512,04/02/2024,Lowell,01852,Home Catering,Self Delivery,14.53,130.59,83,4.2,1
513,04/08/2024,Springfield,01103,Home Catering,Pickup,9.84,157.5,32,5.0,1
514,05/08/2024,Worcester,01608,Home Catering,Self Delivery,11.26,145.14,68,3.4,0
515,07/14/2024,Springfield,01103,Home Catering,Pickup,10.14,133.47,55,3.3,1
516,01/07/2024,Concord,03301,Home Catering,Self Delivery,9.92,139.72,82,3.3,1
517,03/03/2024,Nashua,03060,Home Catering,Self Delivery,6.3,133.78,87,4.8,1
518,05/07/2024,Manchester,03103,Home Catering,Pickup,11.02,90.25,28,4.2,0
519,07/16/2024,Manchester,03103,Home Catering,Pickup,9.99,124.08,64,3.9,0
520,08/14/2024,Providence,02903,Home Catering,Pickup,12.07,123.47,62,4.1,1
521,05/06/2024,Salem,01970,Home Catering,Self Delivery,14.12,179.58,65,4.1,0
522,01/18/2024,Lowell,01852,Home Catering,Self Delivery,13.19,99.52,48,3.2,0
523,04/11/2024,Portland,04101,Home Catering,Self Delivery,3.76,132.37,64,4.7,1
524,08/23/2024,Springfield,01103,Home Catering,Self Delivery,4.64,160.54,27,4.5,1
525,02/18/2024,Portland,04101,Home Catering,Self Delivery,5.68,40.39,88,3.5,0
526,09/23/2024,Springfield,01103,Home Catering,Self Delivery,9.79,125.04,87,3.9,0
527,04/16/2024,Salem,01970,Home Catering,Self Delivery,14.29,40.71,74,4.8,0
528,08/30/2024,Nashua,03060,Home Catering,Self Delivery,6.18,134.13,20,4.0,0
529,07/18/2024,Manchester,03103,Home Catering,Self Delivery,12.43,95.51,29,4.1,1
530,06/08/2024,Boston,02118,Home Catering,Pickup,14.29,33.09,83,4.0,1
531,06/14/2024,Boston,02118,Home Catering,Self Delivery,9.0,98.57,60,4.7,1
532,03/22/2024,Portland,04101,Home Catering,Self Delivery,14.21,109.27,46,3.5,0
533,01/22/2024,Cambridge,02139,Home Catering,Self Delivery,5.91,175.45,56,4.6,1
534,10/08/2024,Nashua,03060,Home Catering,Self Delivery,11.75,61.85,48,3.5,1
535,09/23/2024,Portland,04101,Home Catering,Self Delivery,12.65,169.56,86,3.5,0
536,03/03/2024,Springfield,01103,Home Catering,Self Delivery,6.75,186.14,32,4.4,0
537,05/09/2024,Boston,02118,Home Catering,Self Delivery,7.4,149.1,39,4.4,0
538,09/03/2024,Cambridge,02139,Home Catering,Self Delivery,11.0,56.66,77,4.0,0
539,06/01/2024,Springfield,01103,Home Catering,Pickup,10.16,180.56,63,4.6,1
540,04/11/2024,Boston,02118,Home Catering,Self Delivery,11.32,33.06,44,3.5,0
541,07/03/2024,Concord,03301,Home Catering,Self Delivery,8.39,165.24,67,3.2,0
542,01/27/2024,Salem,01970,Home Catering,Pickup,7.62,87.6,47,4.0,1
543,04/21/2024,Boston,02118,Home Catering,Self Delivery,11.12,124.98,81,3.1,0
544,02/27/2024,Manchester,03103,Home Catering,Self Delivery,4.39,30.73,36,3.4,0
545,04/30/2024,Lowell,01852,Home Catering,Pickup,4.42,36.71,70,4.9,1
546,08/10/2024,Portland,04101,Home Catering,Self Delivery,1.05,71.76,52,3.5,1
547,06/15/2024,Salem,01970,Home Catering,Self Delivery,13.87,154.66,35,3.7,1
548,01/08/2024,Worcester,01608,Home Catering,Self Delivery,5.07,186.09,69,3.3,0
549,03/26/2024,Portland,04101,Home Catering,Self Delivery,11.69,89.72,43,4.9,0
550,05/21/2024,Manchester,03103,Home Catering,Self Delivery,7.17,182.2,63,4.3,1
551,10/26/2024,Portland,04101,Home Catering,Pickup,10.3,119.52,23,3.1,0
552,03/02/2024,Cambridge,02139,Home Catering,Self Delivery,11.37,69.56,84,3.9,0
553,07/21/2024,Boston,02118,Home Catering,Self Delivery,1.31,195.11,71,5.0,0
554,05/04/2024,Springfield,01103,Home Catering,Self Delivery,9.21,80.04,49,3.8,0
555,01/05/2024,Concord,03301,Home Catering,Self Delivery,6.78,77.47,52,4.8,0
556,01/22/2024,Cambridge,02139,Home Catering,Pickup,3.02,69.29,32,4.2,1
557,10/24/2024,Boston,02118,Home Catering,Self Delivery,13.53,110.14,47,4.0,1
558,08/31/2024,Salem,01970,Home Catering,Self Delivery,13.5,93.2,27,4.1,0
559,03/20/2024,Springfield,01103,Home Catering,Self Delivery,9.14,40.05,30,4.2,1
560,07/09/2024,Lowell,01852,Home Catering,Self Delivery,14.63,116.17,75,4.0,0
561,02/15/2024,Worcester,01608,Home Catering,Self Delivery,9.43,81.76,67,3.7,0
562,05/07/2024,Worcester,01608,Home Catering,Self Delivery,3.0,42.11,81,3.7,0
563,03/21/2024,Providence,02903,Home Catering,Pickup,6.1,41.36,39,4.1,1
564,09/12/2024,Lowell,01852,Home Catering,Self Delivery,1.97,53.93,88,4.4,1
565,02/16/2024,Concord,03301,Home Catering,Self Delivery,12.02,74.14,50,4.8,1
566,06/22/2024,Concord,03301,Home Catering,Self Delivery,13.72,185.98,33,3.4,1
567,01/31/2024,Boston,02118,Home Catering,Self Delivery,3.36,191.03,88,4.7,1
568,01/31/2024,Salem,01970,Home Catering,Self Delivery,4.24,51.39,35,5.0,0
569,07/01/2024,Cambridge,02139,Home Catering,Self Delivery,7.02,151.41,68,3.8,0
570,03/19/2024,Concord,03301,Home Catering,Self Delivery,2.12,194.84,61,4.3,1
571,10/01/2024,Portland,04101,Home Catering,Pickup,5.1,114.4,30,4.1,0
572,02/24/2024,Worcester,01608,Home Catering,Pickup,12.63,56.79,30,4.8,0
573,03/05/2024,Springfield,01103,Home Catering,Self Delivery,9.51,115.5,41,4.6,1
574,09/06/2024,Salem,01970,Home Catering,Self Delivery,2.49,44.9,40,4.8,1
575,04/29/2024,Nashua,03060,Home Catering,Self Delivery,13.76,100.32,31,3.2,0
576,06/11/2024,Springfield,01103,Home Catering,Self Delivery,5.53,123.48,74,4.7,0
577,10/12/2024,Providence,02903,Home Catering,Pickup,3.93,109.38,72,4.1,1
578,06/26/2024,Providence,02903,Home Catering,Self Delivery,12.12,33.16,86,3.2,1
579,08/12/2024,Worcester,01608,Home Catering,Self Delivery,12.63,180.71,89,3.7,0
580,04/08/2024,Springfield,01103,Home Catering,Pickup,7.06,162.14,84,4.6,0
581,01/11/2024,Nashua,03060,Home Catering,Self Delivery,4.12,105.08,86,3.1,1
582,07/12/2024,Concord,03301,Home Catering,Pickup,3.58,64.92,71,4.4,0
583,07/02/2024,Concord,03301,Home Catering,Pickup,3.83,66.11,52,4.2,0
584,03/09/2024,Manchester,03103,Home Catering,Self Delivery,5.81,114.37,55,4.4,0
585,05/08/2024,Concord,03301,Home Catering,Pickup,7.67,188.38,37,3.6,0
586,01/21/2024,Nashua,03060,Home Catering,Self Delivery,2.22,71.04,87,4.6,0
587,09/05/2024,Providence,02903,Home Catering,Self Delivery,3.22,55.72,74,3.8,0
588,08/12/2024,Cambridge,02139,Home Catering,Self Delivery,2.96,136.01,33,3.9,0
589,10/13/2024,Worcester,01608,Home Catering,Self Delivery,3.37,107.7,86,4.8,1
590,05/30/2024,Manchester,03103,Home Catering,Self Delivery,8.21,196.14,79,4.9,0
591,10/04/2024,Concord,03301,Home Catering,Pickup,5.25,100.25,48,3.6,0
592,09/07/2024,Nashua,03060,Home Catering,Self Delivery,11.44,94.88,73,4.5,0
593,04/07/2024,Nashua,03060,Home Catering,Self Delivery,11.89,100.89,87,3.5,1
594,10/17/2024,Springfield,01103,Home Catering,Self Delivery,14.5,104.58,22,3.7,0
595,04/05/2024,Lowell,01852,Home Catering,Self Delivery,13.48,178.9,59,4.1,0
596,10/05/2024,Concord,03301,Home Catering,Pickup,2.56,146.49,74,4.7,0
597,06/27/2024,Portland,04101,Home Catering,Self Delivery,8.63,182.72,79,4.0,1
598,06/14/2024,Lowell,01852,Home Catering,Self Delivery,10.43,51.37,24,4.8,0
599,08/27/2024,Manchester,03103,Home Catering,Pickup,12.88,70.31,42,3.4,1
600,05/20/2024,Salem,01970,Home Catering,Self Delivery,6.62,88.1,84,4.6,1
601,10/10/2024,Manchester,03103,Home Catering,Self Delivery,1.61,160.13,42,4.5,0
602,03/23/2024,Portland,04101,Home Catering,Pickup,1.48,168.96,63,3.4,0
603,02/05/2024,Providence,02903,Home Catering,Self Delivery,9.88,35.06,26,3.5,1
604,09/28/2024,Springfield,01103,Home Catering,Self Delivery,9.07,156.11,57,4.9,1
605,03/20/2024,Portland,04101,Home Catering,Self Delivery,9.09,102.18,53,4.6,0
606,08/18/2024,Portland,04101,Home Catering,Self Delivery,3.55,43.55,89,4.8,0
607,05/31/2024,Providence,02903,Home Catering,Self Delivery,6.53,194.1,37,5.0,1
608,05/14/2024,Springfield,01103,Home Catering,Self Delivery,8.24,180.41,68,3.7,0
609,10/04/2024,Boston,02118,Home Catering,Self Delivery,7.0,183.41,21,4.8,1
610,07/06/2024,Nashua,03060,Home Catering,Pickup,2.42,85.46,43,3.0,0
611,08/20/2024,Portland,04101,Home Catering,Self Delivery,5.01,63.81,52,3.5,0
612,01/01/2024,Lowell,01852,Home Catering,Pickup,11.13,116.21,43,3.6,1
613,09/16/2024,Cambridge,02139,Home Catering,Self Delivery,12.98,111.38,48,3.3,0
614,07/13/2024,Providence,02903,Home Catering,Self Delivery,10.92,121.37,62,3.2,1
615,04/04/2024,Providence,02903,Home Catering,Self Delivery,6.41,186.36,83,3.1,1
616,01/10/2024,Worcester,01608,Home Catering,Self Delivery,8.37,68.73,52,3.1,1
