order_id,order_date_us,City,zip_code,restaurant,Delivery,distance_miles,order_amount_usd,delivery_time_min,customer_rating,repeat_customer,num_past_orders,days_since_last_order,order_frequency_90d
271,07/24/2024,Springfield,1103,Home Catering,Self Delivery,5.44,56.38,60,4.2,0,1,48,1
272,05/23/2024,Lowell,1852,Home Catering,Pickup,14.54,75.91,74,3.4,1,7,37,4
273,08/18/2024,Portland,4101,Home Catering,Self Delivery,11.8,63.34,52,4.6,1,6,20,3
274,04/02/2024,Salem,1970,Home Catering,Self Delivery,1.72,148.88,63,3.3,0,2,36,3
275,10/19/2024,Boston,2118,Home Catering,Pickup,12.53,190.77,42,4.3,0,2,81,3
276,03/08/2024,Boston,2118,Home Catering,Pickup,7.63,101.39,21,3.1,0,1,71,0
277,10/21/2024,Boston,2118,Home Catering,Self Delivery,13.83,93.06,34,4.0,0,0,10,0
278,04/27/2024,Cambridge,2139,Home Catering,Self Delivery,11.5,147.73,56,4.5,1,4,79,1
279,02/21/2024,Nashua,3060,Home Catering,Self Delivery,11.94,31.0,65,4.0,1,3,71,2
280,05/18/2024,Cambridge,2139,Home Catering,Self Delivery,13.49,46.36,73,4.8,0,4,47,1
281,04/30/2024,Portland,4101,Home Catering,Self Delivery,3.74,85.43,51,3.5,0,5,69,1
282,10/11/2024,Nashua,3060,Home Catering,Self Delivery,13.54,110.55,62,4.4,0,1,42,0
283,08/09/2024,Cambridge,2139,Home Catering,Pickup,4.89,148.76,31,4.3,1,1,40,2
284,07/14/2024,Nashua,3060,Home Catering,Self Delivery,14.47,159.32,33,4.2,0,2,84,1
285,04/10/2024,Providence,2903,Home Catering,Self Delivery,13.09,178.9,46,4.5,1,6,29,5
286,03/15/2024,Concord,3301,Home Catering,Self Delivery,13.56,180.54,60,3.1,0,3,7,3
287,03/17/2024,Concord,3301,Home Catering,Self Delivery,13.48,65.56,85,4.6,1,3,53,1
288,08/30/2024,Boston,2118,Home Catering,Self Delivery,9.55,80.33,72,3.9,0,2,48,2
289,01/05/2024,Worcester,1608,Home Catering,Self Delivery,13.25,184.46,73,4.3,1,6,68,3
290,03/31/2024,Lowell,1852,Home Catering,Self Delivery,4.84,132.54,23,4.8,1,1,60,0
291,08/03/2024,Manchester,3103,Home Catering,Pickup,5.19,173.74,42,3.2,0,3,46,1
292,09/12/2024,Springfield,1103,Home Catering,Self Delivery,14.2,135.66,80,4.1,0,1,70,2
293,03/09/2024,Portland,4101,Home Catering,Pickup,11.76,137.4,46,3.6,0,2,52,2
294,09/21/2024,Nashua,3060,Home Catering,Self Delivery,11.23,61.02,62,4.8,1,4,29,3
295,09/30/2024,Springfield,1103,Home Catering,Self Delivery,4.61,66.84,49,4.4,0,5,83,0
296,06/10/2024,Cambridge,2139,Home Catering,Self Delivery,4.08,127.81,55,3.8,0,8,53,2
297,09/06/2024,Worcester,1608,Home Catering,Pickup,11.91,133.93,51,4.1,1,2,50,2
298,06/02/2024,Manchester,3103,Home Catering,Pickup,5.34,76.17,88,3.5,0,2,58,1
299,05/08/2024,Manchester,3103,Home Catering,Self Delivery,3.38,81.72,63,3.1,1,4,23,3
300,10/14/2024,Concord,3301,Home Catering,Self Delivery,14.33,102.71,43,3.7,0,0,49,0
301,10/17/2024,Concord,3301,Home Catering,Self Delivery,7.01,168.65,27,4.2,1,4,60,0
302,01/25/2024,Cambridge,2139,Home Catering,Self Delivery,5.24,95.19,64,5.0,1,3,51,1
303,07/22/2024,Concord,3301,Home Catering,Self Delivery,14.22,67.73,81,3.4,1,6,55,6
304,02/20/2024,Cambridge,2139,Home Catering,Pickup,5.09,111.56,43,5.0,1,2,64,0
305,03/24/2024,Boston,2118,Home Catering,Pickup,2.6,130.9,58,4.3,1,2,77,0
306,01/31/2024,Boston,2118,Home Catering,Self Delivery,2.11,190.71,27,4.5,1,3,50,2
307,04/20/2024,Lowell,1852,Home Catering,Pickup,2.7,58.3,56,3.3,0,6,76,1
308,05/10/2024,Concord,3301,Home Catering,Self Delivery,9.43,93.68,54,4.8,0,0,67,0
309,08/31/2024,Springfield,1103,Home Catering,Self Delivery,5.53,80.81,69,4.6,0,4,55,1
310,02/19/2024,Concord,3301,Home Catering,Self Delivery,7.84,94.33,82,3.6,1,4,54,1
311,08/18/2024,Concord,3301,Home Catering,Pickup,9.47,70.58,85,4.3,0,3,35,1
312,06/20/2024,Nashua,3060,Home Catering,Self Delivery,10.65,187.04,44,4.5,0,4,65,1
313,05/13/2024,Nashua,3060,Home Catering,Self Delivery,14.03,74.67,42,3.7,0,4,59,0
314,07/03/2024,Boston,2118,Home Catering,Pickup,2.27,199.63,46,4.8,1,4,39,2
315,07/03/2024,Springfield,1103,Home Catering,Self Delivery,4.11,177.56,50,3.6,0,1,82,0
316,10/13/2024,Concord,3301,Home Catering,Pickup,12.81,128.6,66,4.6,1,5,19,3
317,10/12/2024,Worcester,1608,Home Catering,Self Delivery,14.81,48.88,77,3.6,1,6,46,1
318,05/11/2024,Cambridge,2139,Home Catering,Self Delivery,1.78,193.29,67,3.2,1,0,70,2
319,06/25/2024,Boston,2118,Home Catering,Self Delivery,1.71,120.34,87,4.6,0,4,61,1
320,01/11/2024,Salem,1970,Home Catering,Pickup,9.63,51.78,83,4.3,0,2,59,0
321,07/29/2024,Concord,3301,Home Catering,Self Delivery,1.95,123.5,86,4.3,0,2,60,1
322,03/03/2024,Salem,1970,Home Catering,Self Delivery,12.14,190.6,75,3.9,0,3,53,2
323,06/28/2024,Springfield,1103,Home Catering,Self Delivery,12.62,150.78,74,4.7,0,1,29,0
324,04/11/2024,Concord,3301,Home Catering,Self Delivery,12.52,30.23,79,4.2,0,1,48,1
325,10/22/2024,Manchester,3103,Home Catering,Pickup,1.58,132.08,79,4.3,1,5,77,3
326,10/21/2024,Springfield,1103,Home Catering,Self Delivery,4.04,58.48,65,4.0,0,0,46,0
327,10/02/2024,Lowell,1852,Home Catering,Self Delivery,14.34,95.89,60,3.8,0,2,53,0
328,03/30/2024,Salem,1970,Home Catering,Pickup,1.84,199.88,27,3.2,0,3,49,0
329,05/25/2024,Springfield,1103,Home Catering,Pickup,12.51,193.55,58,4.0,0,2,53,1
330,06/30/2024,Concord,3301,Home Catering,Self Delivery,6.37,86.57,40,4.1,0,2,48,0
331,06/15/2024,Springfield,1103,Home Catering,Self Delivery,6.94,74.28,65,3.0,0,1,69,0
332,09/18/2024,Nashua,3060,Home Catering,Self Delivery,5.6,47.93,20,3.3,1,1,58,1
333,09/06/2024,Springfield,1103,Home Catering,Self Delivery,12.84,36.56,55,3.8,0,3,60,3
334,08/16/2024,Boston,2118,Home Catering,Self Delivery,6.78,84.9,58,4.2,0,1,28,2
335,02/10/2024,Concord,3301,Home Catering,Self Delivery,9.05,197.48,63,3.8,0,2,53,0
336,07/14/2024,Concord,3301,Home Catering,Self Delivery,14.03,69.22,43,3.1,0,0,55,0
337,05/26/2024,Nashua,3060,Home Catering,Self Delivery,3.42,79.72,44,4.7,1,1,64,1
338,08/25/2024,Springfield,1103,Home Catering,Self Delivery,2.23,93.42,74,3.7,1,7,39,1
339,03/15/2024,Providence,2903,Home Catering,Pickup,11.05,88.37,75,3.2,1,6,58,4
340,03/26/2024,Lowell,1852,Home Catering,Self Delivery,2.1,70.2,51,3.4,0,1,73,2
341,06/21/2024,Springfield,1103,Home Catering,Self Delivery,9.65,132.91,43,3.2,0,1,30,2
342,08/03/2024,Nashua,3060,Home Catering,Self Delivery,6.34,36.44,79,3.9,0,4,40,2
343,10/19/2024,Manchester,3103,Home Catering,Self Delivery,5.52,134.61,71,3.8,1,5,34,3
344,07/26/2024,Nashua,3060,Home Catering,Self Delivery,7.65,126.8,73,4.7,1,5,107,1
345,02/06/2024,Lowell,1852,Home Catering,Self Delivery,1.17,199.14,38,3.5,0,0,51,0
346,02/10/2024,Concord,3301,Home Catering,Pickup,14.58,158.9,88,4.0,0,5,83,2
347,03/23/2024,Salem,1970,Home Catering,Self Delivery,10.26,39.19,48,4.4,0,3,29,1
348,06/24/2024,Lowell,1852,Home Catering,Pickup,10.15,192.27,37,3.9,1,7,30,2
349,04/26/2024,Portland,4101,Home Catering,Self Delivery,2.37,99.58,54,3.5,0,3,46,0
350,06/09/2024,Worcester,1608,Home Catering,Self Delivery,5.74,95.82,81,4.4,1,3,33,2
351,06/11/2024,Salem,1970,Home Catering,Self Delivery,7.05,35.93,57,3.0,0,3,49,1
352,05/29/2024,Providence,2903,Home Catering,Self Delivery,1.88,177.71,41,4.4,1,4,35,2
353,05/16/2024,Salem,1970,Home Catering,Self Delivery,12.83,140.22,25,4.3,0,4,43,0
354,07/21/2024,Boston,2118,Home Catering,Self Delivery,7.7,83.14,78,4.8,0,3,83,0
355,05/18/2024,Salem,1970,Home Catering,Self Delivery,10.11,119.36,51,4.1,1,3,84,0
356,08/15/2024,Boston,2118,Home Catering,Self Delivery,13.64,68.2,82,3.1,0,3,73,1
357,07/04/2024,Salem,1970,Home Catering,Self Delivery,5.62,56.16,61,3.7,1,2,70,0
358,10/27/2024,Nashua,3060,Home Catering,Self Delivery,13.7,100.47,55,4.4,0,4,51,2
359,09/23/2024,Boston,2118,Home Catering,Pickup,10.5,121.77,66,4.8,0,1,50,0
360,08/18/2024,Worcester,1608,Home Catering,Self Delivery,9.73,65.1,47,4.4,0,0,40,0
361,07/30/2024,Springfield,1103,Home Catering,Pickup,14.72,64.81,76,3.4,1,7,57,2
362,03/26/2024,Lowell,1852,Home Catering,Self Delivery,9.2,36.85,35,3.1,0,1,31,1
363,04/04/2024,Cambridge,2139,Home Catering,Self Delivery,10.27,85.17,22,3.0,0,1,35,1
364,01/12/2024,Providence,2903,Home Catering,Self Delivery,3.03,122.26,26,4.6,1,1,73,2
365,03/05/2024,Worcester,1608,Home Catering,Pickup,7.78,130.7,83,4.4,1,3,93,1
366,04/30/2024,Cambridge,2139,Home Catering,Self Delivery,11.74,88.19,51,4.8,0,1,67,0
367,05/08/2024,Nashua,3060,Home Catering,Self Delivery,6.73,33.5,31,4.3,0,3,77,1
368,02/10/2024,Portland,4101,Home Catering,Self Delivery,4.91,151.29,35,4.7,1,6,45,2
369,04/17/2024,Manchester,3103,Home Catering,Self Delivery,14.71,65.09,89,3.1,0,1,28,1
370,03/26/2024,Salem,1970,Home Catering,Pickup,1.48,57.89,29,3.8,1,2,67,1
371,07/22/2024,Providence,2903,Home Catering,Self Delivery,2.2,181.81,81,3.0,0,3,71,0
372,02/22/2024,Portland,4101,Home Catering,Self Delivery,14.67,129.13,44,3.7,0,3,51,2
373,02/18/2024,Springfield,1103,Home Catering,Self Delivery,7.34,172.52,82,4.2,1,7,35,4
374,02/02/2024,Portland,4101,Home Catering,Self Delivery,7.88,45.25,42,3.3,1,5,69,2
375,08/30/2024,Worcester,1608,Home Catering,Self Delivery,7.1,192.54,60,3.5,0,2,40,0
376,10/07/2024,Manchester,3103,Home Catering,Self Delivery,5.3,43.99,89,3.6,0,1,39,1
377,01/28/2024,Portland,4101,Home Catering,Self Delivery,9.05,100.52,31,4.8,1,7,34,1
378,01/14/2024,Lowell,1852,Home Catering,Self Delivery,14.8,44.3,87,3.7,0,5,56,1
379,07/22/2024,Lowell,1852,Home Catering,Self Delivery,14.64,88.32,51,4.5,0,3,28,2
380,09/25/2024,Concord,3301,Home Catering,Self Delivery,1.12,187.72,45,4.5,1,2,31,3
381,02/12/2024,Portland,4101,Home Catering,Pickup,10.22,59.51,48,4.3,1,3,35,2
382,02/23/2024,Lowell,1852,Home Catering,Self Delivery,10.55,122.37,27,4.9,0,2,54,0
383,05/14/2024,Lowell,1852,Home Catering,Pickup,8.73,187.21,82,3.6,1,4,25,1
384,03/20/2024,Worcester,1608,Home Catering,Pickup,3.0,140.49,26,4.1,1,3,51,2
385,02/13/2024,Worcester,1608,Home Catering,Self Delivery,3.2,92.6,70,4.4,1,3,74,2
386,07/18/2024,Lowell,1852,Home Catering,Self Delivery,11.59,171.51,41,3.4,0,6,52,2
387,06/07/2024,Boston,2118,Home Catering,Pickup,6.89,198.95,35,3.4,0,1,85,1
388,04/27/2024,Worcester,1608,Home Catering,Self Delivery,3.78,153.81,32,3.8,0,4,86,0
389,05/06/2024,Salem,1970,Home Catering,Self Delivery,11.34,42.06,61,4.0,0,2,70,1
390,05/25/2024,Portland,4101,Home Catering,Self Delivery,8.91,162.6,38,3.3,0,2,56,1
391,08/14/2024,Concord,3301,Home Catering,Self Delivery,2.98,106.61,39,4.1,1,3,55,1
392,03/05/2024,Cambridge,2139,Home Catering,Pickup,5.88,57.52,56,3.9,1,3,70,1
393,03/08/2024,Lowell,1852,Home Catering,Self Delivery,3.43,141.57,25,3.9,0,1,47,1
394,09/26/2024,Cambridge,2139,Home Catering,Self Delivery,7.09,108.95,57,3.6,0,3,17,1
395,03/28/2024,Manchester,3103,Home Catering,Self Delivery,12.14,111.98,38,4.7,0,2,64,1
396,01/15/2024,Lowell,1852,Home Catering,Self Delivery,2.5,43.67,89,3.9,1,4,32,1
397,01/18/2024,Worcester,1608,Home Catering,Self Delivery,7.92,127.64,48,4.7,1,6,20,4
398,07/01/2024,Cambridge,2139,Home Catering,Self Delivery,4.21,54.48,81,3.3,1,5,40,4
399,06/15/2024,Portland,4101,Home Catering,Pickup,7.82,59.77,85,4.7,1,5,48,2
400,08/31/2024,Providence,2903,Home Catering,Self Delivery,1.3,188.45,82,4.4,1,3,21,2
401,08/27/2024,Worcester,1608,Home Catering,Pickup,12.01,41.08,37,4.7,0,3,63,0
402,10/03/2024,Nashua,3060,Home Catering,Pickup,11.38,127.98,41,4.9,0,0,79,0
403,05/19/2024,Providence,2903,Home Catering,Self Delivery,7.68,36.93,58,3.3,0,3,27,2
404,10/07/2024,Concord,3301,Home Catering,Self Delivery,13.55,64.61,47,3.6,1,4,70,3
405,08/15/2024,Springfield,1103,Home Catering,Self Delivery,9.57,119.41,54,4.6,1,6,8,4
406,03/10/2024,Boston,2118,Home Catering,Self Delivery,12.4,91.3,39,4.7,0,2,97,1
407,10/03/2024,Manchester,3103,Home Catering,Self Delivery,6.11,43.34,53,4.6,0,1,46,1
408,03/31/2024,Providence,2903,Home Catering,Self Delivery,6.99,183.94,42,4.6,0,2,57,1
409,08/21/2024,Cambridge,2139,Home Catering,Self Delivery,1.19,99.95,56,3.6,0,2,22,0
410,10/15/2024,Lowell,1852,Home Catering,Self Delivery,11.77,44.82,78,3.0,0,1,58,0
411,08/10/2024,Concord,3301,Home Catering,Self Delivery,13.11,137.14,80,4.3,0,2,59,1
412,09/25/2024,Springfield,1103,Home Catering,Self Delivery,14.25,58.62,47,3.9,1,5,48,2
413,09/30/2024,Portland,4101,Home Catering,Self Delivery,10.87,62.11,65,4.4,1,6,23,5
414,06/07/2024,Nashua,3060,Home Catering,Self Delivery,12.74,41.26,48,3.2,0,4,41,0
415,06/26/2024,Nashua,3060,Home Catering,Self Delivery,3.23,92.49,88,4.3,1,2,82,0
416,09/03/2024,Manchester,3103,Home Catering,Self Delivery,2.31,137.47,88,4.3,1,5,45,3
417,10/03/2024,Nashua,3060,Home Catering,Self Delivery,11.14,197.84,22,3.4,0,4,90,0
418,04/26/2024,Providence,2903,Home Catering,Self Delivery,3.19,170.99,72,4.9,1,3,44,1
419,02/15/2024,Concord,3301,Home Catering,Pickup,13.23,180.04,45,3.7,0,4,51,0
420,08/14/2024,Manchester,3103,Home Catering,Self Delivery,10.45,134.84,41,4.3,0,0,71,1
421,06/06/2024,Worcester,1608,Home Catering,Self Delivery,8.59,130.97,37,4.7,1,2,7,4
422,07/06/2024,Cambridge,2139,Home Catering,Self Delivery,8.49,135.14,51,3.5,0,2,25,2
423,07/30/2024,Nashua,3060,Home Catering,Self Delivery,11.22,89.0,22,4.0,1,3,61,4
424,05/13/2024,Portland,4101,Home Catering,Self Delivery,14.89,61.6,37,4.4,1,5,36,0
425,03/20/2024,Providence,2903,Home Catering,Self Delivery,12.82,150.2,49,3.6,0,3,13,2
426,06/04/2024,Nashua,3060,Home Catering,Self Delivery,7.36,94.5,81,4.2,1,5,82,3
427,01/06/2024,Portland,4101,Home Catering,Self Delivery,11.09,150.61,27,3.3,0,2,22,2
428,01/01/2024,Manchester,3103,Home Catering,Self Delivery,4.82,177.8,41,4.5,1,4,53,2
429,09/24/2024,Springfield,1103,Home Catering,Pickup,9.71,146.31,85,4.0,0,5,51,2
430,03/10/2024,Springfield,1103,Home Catering,Pickup,12.69,105.22,45,3.8,0,2,3,0
431,06/25/2024,Boston,2118,Home Catering,Self Delivery,7.29,176.75,43,3.2,0,1,54,0
432,05/26/2024,Worcester,1608,Home Catering,Self Delivery,12.32,164.69,50,3.1,0,0,63,1
433,08/28/2024,Boston,2118,Home Catering,Self Delivery,8.49,78.77,80,4.7,0,4,62,1
434,09/30/2024,Salem,1970,Home Catering,Self Delivery,2.32,91.81,77,4.6,1,3,68,2
435,01/05/2024,Providence,2903,Home Catering,Pickup,12.45,104.84,37,3.2,0,4,42,2
436,09/08/2024,Manchester,3103,Home Catering,Self Delivery,6.47,163.44,89,3.5,0,1,69,1
437,09/01/2024,Nashua,3060,Home Catering,Self Delivery,4.23,128.97,30,3.1,1,1,31,3
438,06/02/2024,Concord,3301,Home Catering,Self Delivery,3.1,55.5,24,4.3,0,2,26,1
439,01/05/2024,Providence,2903,Home Catering,Pickup,13.14,43.0,20,4.0,0,2,29,1
440,08/08/2024,Springfield,1103,Home Catering,Self Delivery,13.96,107.15,42,3.5,0,1,25,1
441,05/29/2024,Portland,4101,Home Catering,Self Delivery,11.17,77.5,85,3.8,0,2,75,1
442,04/28/2024,Salem,1970,Home Catering,Self Delivery,4.01,71.91,21,4.0,1,5,9,4
443,01/04/2024,Cambridge,2139,Home Catering,Self Delivery,11.57,98.82,73,4.5,0,2,60,1
444,10/07/2024,Salem,1970,Home Catering,Self Delivery,9.86,139.71,62,4.7,1,3,44,2
445,07/10/2024,Concord,3301,Home Catering,Pickup,14.13,188.04,50,4.0,0,4,47,2
446,04/06/2024,Cambridge,2139,Home Catering,Pickup,3.43,163.11,29,4.1,0,2,87,0
447,07/29/2024,Portland,4101,Home Catering,Self Delivery,5.23,98.48,85,4.3,0,2,46,1
448,10/14/2024,Providence,2903,Home Catering,Self Delivery,7.97,82.64,79,4.0,0,2,72,0
449,08/11/2024,Concord,3301,Home Catering,Self Delivery,7.84,110.64,81,3.4,0,5,50,2
450,07/21/2024,Cambridge,2139,Home Catering,Pickup,6.43,199.45,25,4.8,1,3,46,2
451,05/07/2024,Concord,3301,Home Catering,Pickup,8.67,106.13,45,4.5,0,2,90,3
452,03/24/2024,Springfield,1103,Home Catering,Self Delivery,2.61,81.32,66,3.8,0,4,31,0
453,07/18/2024,Providence,2903,Home Catering,Pickup,11.85,66.32,45,4.6,1,7,60,5
454,07/12/2024,Nashua,3060,Home Catering,Self Delivery,9.48,65.58,66,3.4,0,1,73,0
455,04/22/2024,Nashua,3060,Home Catering,Pickup,14.65,32.48,41,3.7,0,7,40,2
456,05/14/2024,Portland,4101,Home Catering,Self Delivery,6.92,82.05,41,4.3,0,3,87,1
457,02/10/2024,Springfield,1103,Home Catering,Pickup,3.11,118.4,77,3.4,0,1,18,1
458,08/04/2024,Providence,2903,Home Catering,Self Delivery,7.02,94.06,84,3.2,0,2,29,4
459,05/02/2024,Cambridge,2139,Home Catering,Pickup,12.64,115.82,66,3.4,0,1,30,1
460,09/21/2024,Lowell,1852,Home Catering,Pickup,11.65,80.72,40,3.5,0,4,58,2
461,05/19/2024,Manchester,3103,Home Catering,Self Delivery,10.7,88.82,62,3.4,0,3,32,1
462,05/25/2024,Lowell,1852,Home Catering,Pickup,1.26,83.19,41,4.7,0,2,63,1
463,09/29/2024,Nashua,3060,Home Catering,Self Delivery,3.35,89.35,59,3.7,1,1,56,0
464,05/17/2024,Lowell,1852,Home Catering,Self Delivery,3.55,67.42,42,4.3,0,2,50,0
465,07/30/2024,Providence,2903,Home Catering,Pickup,10.59,186.12,85,3.9,0,3,67,0
466,04/06/2024,Boston,2118,Home Catering,Self Delivery,6.68,182.86,24,3.5,0,3,54,0
467,02/05/2024,Nashua,3060,Home Catering,Pickup,2.73,172.95,64,3.7,1,1,33,1
468,04/03/2024,Portland,4101,Home Catering,Pickup,10.77,108.98,85,3.6,1,7,96,4
469,03/10/2024,Portland,4101,Home Catering,Self Delivery,14.68,40.39,52,3.3,0,2,45,1
470,05/28/2024,Manchester,3103,Home Catering,Pickup,8.75,197.88,33,3.3,1,3,10,1
471,02/26/2024,Worcester,1608,Home Catering,Self Delivery,12.47,91.35,70,3.8,0,4,33,2
472,08/21/2024,Providence,2903,Home Catering,Self Delivery,14.35,36.82,59,4.8,1,3,24,2
473,08/19/2024,Worcester,1608,Home Catering,Pickup,3.4,134.73,84,3.5,1,6,66,2
474,05/19/2024,Nashua,3060,Home Catering,Self Delivery,5.37,33.7,83,3.2,1,5,51,3
475,09/08/2024,Worcester,1608,Home Catering,Self Delivery,14.38,155.63,77,3.7,0,2,62,1
476,04/06/2024,Concord,3301,Home Catering,Self Delivery,5.49,68.01,62,3.4,0,1,52,0
477,06/13/2024,Cambridge,2139,Home Catering,Self Delivery,11.02,176.11,28,4.8,0,5,49,1
478,01/10/2024,Portland,4101,Home Catering,Self Delivery,10.8,102.76,84,3.4,1,3,42,2
479,03/18/2024,Concord,3301,Home Catering,Self Delivery,8.28,116.22,24,3.7,1,5,43,3
480,01/26/2024,Springfield,1103,Home Catering,Self Delivery,6.04,117.6,24,3.3,1,1,76,0
481,09/30/2024,Worcester,1608,Home Catering,Self Delivery,6.86,168.02,48,3.4,1,3,51,3
482,01/12/2024,Manchester,3103,Home Catering,Self Delivery,6.81,115.08,33,4.2,0,3,70,0
483,04/05/2024,Lowell,1852,Home Catering,Self Delivery,8.05,193.3,78,3.7,0,3,69,0
484,02/22/2024,Springfield,1103,Home Catering,Pickup,9.48,100.67,42,3.8,1,2,62,3
485,05/24/2024,Concord,3301,Home Catering,Self Delivery,4.76,65.15,64,4.0,0,1,60,1
486,05/17/2024,Salem,1970,Home Catering,Self Delivery,1.53,32.47,85,3.5,1,4,62,1
487,03/05/2024,Worcester,1608,Home Catering,Pickup,1.64,191.93,73,4.1,1,1,83,0
488,08/12/2024,Springfield,1103,Home Catering,Pickup,4.92,115.21,79,3.7,1,7,31,3
489,01/05/2024,Cambridge,2139,Home Catering,Self Delivery,1.25,104.74,53,4.5,1,2,37,1
490,04/29/2024,Cambridge,2139,Home Catering,Self Delivery,9.5,130.9,60,4.6,1,3,16,4
491,02/16/2024,Nashua,3060,Home Catering,Pickup,1.52,147.31,80,4.0,1,3,58,1
492,03/18/2024,Nashua,3060,Home Catering,Pickup,13.28,73.95,60,3.1,1,6,7,3
493,01/08/2024,Worcester,1608,Home Catering,Pickup,11.83,135.38,36,3.4,0,2,59,2
494,09/09/2024,Manchester,3103,Home Catering,Pickup,14.53,138.52,39,3.4,0,1,52,1
495,04/21/2024,Lowell,1852,Home Catering,Pickup,8.73,118.07,86,3.0,0,5,82,0
496,06/24/2024,Portland,4101,Home Catering,Self Delivery,2.41,141.96,87,3.0,0,2,36,2
497,08/03/2024,Worcester,1608,Home Catering,Pickup,3.78,100.85,66,3.4,1,6,45,2
498,06/08/2024,Boston,2118,Home Catering,Self Delivery,1.9,192.14,56,4.1,1,3,72,2
499,09/12/2024,Providence,2903,Home Catering,Pickup,12.12,120.0,57,3.8,0,4,72,3
500,07/09/2024,Boston,2118,Home Catering,Pickup,9.14,61.94,23,3.9,1,2,46,0
501,08/25/2024,Cambridge,2139,Home Catering,Pickup,9.92,94.97,59,4.8,0,0,63,0
502,01/17/2024,Manchester,3103,Home Catering,Self Delivery,6.3,122.48,70,3.2,0,3,60,1
503,06/18/2024,Worcester,1608,Home Catering,Self Delivery,3.7,172.98,78,4.2,1,5,47,4
504,02/11/2024,Cambridge,2139,Home Catering,Self Delivery,4.18,167.57,24,4.5,1,3,49,1
505,03/15/2024,Manchester,3103,Home Catering,Self Delivery,7.76,165.14,58,3.5,1,2,60,5
506,01/29/2024,Portland,4101,Home Catering,Self Delivery,9.05,181.69,86,4.4,1,3,7,3
507,05/16/2024,Boston,2118,Home Catering,Self Delivery,14.13,59.5,23,3.3,0,3,41,2
508,07/19/2024,Providence,2903,Home Catering,Self Delivery,10.36,191.31,81,3.1,0,2,63,1
509,02/06/2024,Manchester,3103,Home Catering,Pickup,13.22,83.61,27,4.8,0,2,59,2
510,10/05/2024,Worcester,1608,Home Catering,Self Delivery,9.15,196.33,30,3.6,1,3,72,3
511,08/28/2024,Nashua,3060,Home Catering,Self Delivery,12.46,108.87,78,3.3,0,2,78,1
512,04/02/2024,Lowell,1852,Home Catering,Self Delivery,14.53,130.59,83,4.2,0,1,54,0
513,04/08/2024,Springfield,1103,Home Catering,Pickup,9.84,157.5,32,5.0,0,2,85,0
514,05/08/2024,Worcester,1608,Home Catering,Self Delivery,11.26,145.14,68,3.4,0,4,30,3
515,07/14/2024,Springfield,1103,Home Catering,Pickup,10.14,133.47,55,3.3,0,4,73,1
516,01/07/2024,Concord,3301,Home Catering,Self Delivery,9.92,139.72,82,3.3,0,4,86,2
517,03/03/2024,Nashua,3060,Home Catering,Self Delivery,6.3,133.78,87,4.8,1,3,79,1
518,05/07/2024,Manchester,3103,Home Catering,Pickup,11.02,90.25,28,4.2,0,3,57,1
519,07/16/2024,Manchester,3103,Home Catering,Pickup,9.99,124.08,64,3.9,0,1,53,0
520,08/14/2024,Providence,2903,Home Catering,Pickup,12.07,123.47,62,4.1,0,4,14,3
521,05/06/2024,Salem,1970,Home Catering,Self Delivery,14.12,179.58,65,4.1,0,2,51,3
522,01/18/2024,Lowell,1852,Home Catering,Self Delivery,13.19,99.52,48,3.2,1,2,22,3
523,04/11/2024,Portland,4101,Home Catering,Self Delivery,3.76,132.37,64,4.7,1,2,44,0
524,08/23/2024,Springfield,1103,Home Catering,Self Delivery,4.64,160.54,27,4.5,1,6,31,1
525,02/18/2024,Portland,4101,Home Catering,Self Delivery,5.68,40.39,88,3.5,0,1,45,1
526,09/23/2024,Springfield,1103,Home Catering,Self Delivery,9.79,125.04,87,3.9,0,2,59,0
527,04/16/2024,Salem,1970,Home Catering,Self Delivery,14.29,40.71,74,4.8,0,2,65,0
528,08/30/2024,Nashua,3060,Home Catering,Self Delivery,6.18,134.13,20,4.0,0,2,47,0
529,07/18/2024,Manchester,3103,Home Catering,Self Delivery,12.43,95.51,29,4.1,1,5,71,2
530,06/08/2024,Boston,2118,Home Catering,Pickup,14.29,33.09,83,4.0,0,3,55,0
531,06/14/2024,Boston,2118,Home Catering,Self Delivery,9.0,98.57,60,4.7,0,1,44,0
532,03/22/2024,Portland,4101,Home Catering,Self Delivery,14.21,109.27,46,3.5,1,3,59,1
533,01/22/2024,Cambridge,2139,Home Catering,Self Delivery,5.91,175.45,56,4.6,1,5,79,4
534,10/08/2024,Nashua,3060,Home Catering,Self Delivery,11.75,61.85,48,3.5,0,4,51,3
535,09/23/2024,Portland,4101,Home Catering,Self Delivery,12.65,169.56,86,3.5,0,4,37,3
536,03/03/2024,Springfield,1103,Home Catering,Self Delivery,6.75,186.14,32,4.4,1,5,0,6
537,05/09/2024,Boston,2118,Home Catering,Self Delivery,7.4,149.1,39,4.4,1,2,45,2
538,09/03/2024,Cambridge,2139,Home Catering,Self Delivery,11.0,56.66,77,4.0,0,3,49,3
539,06/01/2024,Springfield,1103,Home Catering,Pickup,10.16,180.56,63,4.6,1,2,42,2
540,04/11/2024,Boston,2118,Home Catering,Self Delivery,11.32,33.06,44,3.5,1,8,21,1
541,07/03/2024,Concord,3301,Home Catering,Self Delivery,8.39,165.24,67,3.2,0,3,37,1
542,01/27/2024,Salem,1970,Home Catering,Pickup,7.62,87.6,47,4.0,1,4,79,2
